CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,S3P1,S3P1_2,S3P2,S3P2_ES,S3P3,S3P4_1,S3P4_2,S3P4_3,S3P4_4,S3P4_5,S3P4_6,S3P4_7,S3P5,S3P5_ES,S3P6,S3P7,S3P7_1_1,S3P7_1_2,S3P7_1_3,S3P7_1_4,S3P7_1_5,S3P7_2_1,S3P7_2_2,S3P7_2_3,S3P7_2_4,S3P7_2_5,S3P8,S3P9,S3P10,S3P11_ES,S3P12_C,S3P12_ES,S3P13_ES,S3P14_C,S3P14_ES,S3P15,S4P1_1,S4P1_2,S4P1_3,S4P1_4,S4P1_5,S4P1_6,S4P1_7,S4P1_8,S4P1_1_1A,S4P1_1_2A,S4P1_1_3A,S4P1_1_4A,S4P1_1_5A,S4P1_1_6A,S4P1_1_7A,S4P1_1_8A,S4P1_1_ESA,S4P1_1_1B,S4P1_1_2B,S4P1_1_3B,S4P1_1_4B,S4P1_1_5B,S4P1_1_6B,S4P1_1_7B,S4P1_1_8B,S4P1_1_ESB,S4P1_1_1C,S4P1_1_2C,S4P1_1_3C,S4P1_1_4C,S4P1_1_5C,S4P1_1_6C,S4P1_1_7C,S4P1_1_8C,S4P1_1_ESC,S4P1_2_1,S4P1_2_2,S4P1_2_3,S4P1_2_4,S4P1_2_5,S4P1_2_6,S4P1_2_7,S4P2_1,S4P2_2,S4P2_3,S4P2_4,S4P2_5,S4P2_6,S4P2_7,S4P2_8,S4P3_1,S4P3_2,S4P3_3,S4P3_4,S4P3_5,S4P3_6,S4P3_7,S4P3_8,S4P3_9,S4P4,S4P4_1,S4P4_2,S4P4_3,S4P4_4,S4P5,S4P5_1,S4P5_2,S4P5_3,S4P5_4,S4P6,S4P6_1,S4P6_2,S4P6_3,S4P6_4,S4P6_5,S4P7,S4P7_1,S4P7_2,S4P7_3,S4P7_4,S4P7_5,S4P8,S4P8_1_1,S4P8_1_2,S4P8_1_ES,S4P9,S4P10,S4P10_1,S4P11_1,S4P11_2,S4P11_3,S4P11_4,S4P11_5,S4P11_6,S4P11_7,S4P11_8,S4P11_9,S4P11_10,S4P11_11,S4P11_12,S4P11_13,S4P11_14,S4P11_15,S4P11_16,S4P11_17,S4P11_ES,S4P12_1,S4P12_2,S4P12_3,S4P12_4,S4P12_5,S4P12_6,S4P12_7,S4P12_8,S4P12_9,S4P12_10,S4P12_1_1,S4P12_1_2,S4P12_1_3,S4P12_1_4,S4P12_1_5,S4P12_1_6,S4P12_1_7,S4P12_1_8,S4P12_1_9,S4P12_1_10,S4P12_1_ES,S4P12_2_1,S4P12_2_2,S4P12_2_3,S4P12_2_4,S4P12_2_5,S4P12_2_6,S4P12_2_7,S4P12_2_8,S4P12_2_ES,S4P13_1,S4P13_2,S4P13_3,S4P14_1,S4P14_2,S4P14_3,S4P14_4,S4P14_5,S4P14_6,S4P14_7,S4P14_8,S4P14_9,S4P14_10,S4P14_11,S4P14_12,S4P14_13,S4P14_14,S4P14_15,S4P14_16,S4P14_17,S4P15_1,S4P15_2,S4P15_3,S4P15_4,S4P15_5,S4P15_6,S4P15_7,S4P15_8,S4P15_9,S4P15_10,S4P15_11,S4P15_12,S4P15_13,S4P15_14,S4P15_15,S4P16_1,S4P16_2,S4P16_3,S4P16_4,S4P16_5,S4P16_6,S4P16_7,S4P17_1,S4P17_2,S4P17_3,S4P17_4,S4P17_5,S4P17_6,S4P17_7,S4P17_8,S4P17_9,S4P17_10,S4P17_11,S4P17_12,S4P17_13,S4P17_14,FAC
ww,1117,	01,40018,3,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,"SURTIR MERCANCIA, REALIZAR INVENTARIO Y ACOMODAR",42,ENCARADO DE TIENDA DE ROPA,ROPA Y CALZADO ZONA OUTLET,46,VENTA Y COMPRA DE ROPA Y CALZADO PARA CABALLERO EN UN LOCAL,2,2,1,2,2,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,4,2,2,5,3,2,4,6,1,,,,5,1,,4,,,,,,,6,36,12,18,6,,,,,,,,1,2,,,1,1,12,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,3,3,3,3,3,5,7,7,10,10,10,7,3,10,2,5,5,8,8,4,3,4,2,2,4,2,4,4,4,4,4,3,3,2,1,1,1,2,2,1,1,3,1,2,3,2,2,3,3,2,2,2,2,1,2,5072
36,1117,22,40323,4,1,	01,7,5,5714,RADIOLOGIA,3,2,2,1,1,1,2,2,2,,35,2,,,,,,2,2,2,2,2,6,5,,,,,,,,,3,1,1,1,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,2,1,6,5,4,,,,7,2,5,,,,,,,,7,10,10,,,,3,7,3,4,,,2,,,,1,1,10,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,,,2,1,2,1,3,2,1,10,1,3,3,1,10,10,10,10,5,1,10,10,3,2,4,4,1,1,1,5,5,5,5,2,2,2,3,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,8548
36,1117,22,40323,5,1,	01,4,3,,,,,,,,,,,1,,18,2,,,,,,2,2,2,2,2,1,,4,SA ASESORIA PARA LA CPOMPRA DE INMUEBLES,42,ASESOR INMOVILIARIO,DIMOSA,53,VENTA DE BIENES RAISES,2,3,4,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,3,3,3,3,3,3,1,3,5,6,1,2,4,,,,6,,1,5,,,,,,,,,,,,,1,2,2,,,,1,1,2,,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,1,1,7,7,7,8,5,8,9,9,9,9,7,9,9,7,9,9,9,2,4,4,2,2,2,2,3,2,2,3,2,3,2,2,2,3,2,3,3,3,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,4274
36,1117,22,40323,1,1,	02,7,4,5441,ADMINISTRACION EN SISTEMAS COMPUTACIONALES,3,2,2,2,1,2,2,2,2,,20,2,,,,,,1,1,1,2,2,5,5,,,,,,,,,3,4,2,4,4,4,2,2,,,,,,,,,,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,1,2,,1,1,1,1,2,1,2,3,4,4,4,4,4,3,4,1,2,6,4,5,3,,,,21,7,,7,7,4,1,,3,,,,,,,,,,,,,,1,1,6,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,3,3,5,10,8,7,10,7,8,8,7,10,5,10,10,7,8,7,10,4,4,4,4,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,8548
36,1117,22,40323,2,1,	02,7,4,5332,LICENCIATURA EN MERCADOTECNIA,3,1,2,1,2,1,2,2,2,,23,2,,,,,,1,1,1,1,2,1,,1,IMPARTIR CLASES DE NIVEL PRIMARIA,23,PROFESORA DE PRIMARIA,INSTITUTO INDE,61,CLASES DE NIVEL PRIMARIA,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,5,6,3,2,4,1,,,,5,1,1,3,,,,,,,,,,,,,,,,,,,1,1,2,,1,1,30,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,,2,2,2,2,2,2,1,1,1,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,2,1,7,8,8,7,8,7,8,8,8,7,7,7,9,1,8,9,8,4,3,4,4,3,2,2,2,2,3,3,2,2,2,2,3,2,2,2,3,2,2,3,1,2,2,2,2,2,3,3,3,3,3,3,3,8548
36,1117,22,40347,5,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,OPERA LINEA DE PRODUCCIÓN,81,OPERADOR DE PRODUCCIÓN,FABRICA NO RECUERDA EL NOMBRE,33,FABRICACIÓND E PARTES AUTOMOTRICES,2,2,4,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,4,4,4,3,3,4,2,3,6,5,1,4,,,,1,,,1,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,2,2,4,7,6,7,8,8,8,8,8,9,7,8,7,5,8,7,8,3,3,4,2,2,2,2,3,3,4,3,2,2,3,3,2,2,2,2,2,2,2,4,4,2,2,2,3,3,3,3,3,3,1,3,3,2502
36,1117,22,40347,4,1,	03,7,4,5212,LICENCIATURA EN DANSA CONTEMPORANEA,3,1,1,2,1,1,2,2,1,,22,2,,,,,,2,2,2,2,2,1,,1,ANUNCIAR SALIDAS DE LINEAS DE AUTOBUSES EN TERMINAL DE AUTOBUSES,32,OPERADORA DE SONIDO,TERMINAL DE AUTOBUSES DE QUERÉTARO,48,PRESTAR SERVICIO DE TRANSPORTE LOCAL Y FORANEO DE MANERA PÚBLICA,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,4,4,4,4,3,4,4,4,,,,,,,1,,,,,,,,3,2,,1,,,,,,,,,,,,,,1,2,6,,1,1,5,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,4,3,2,2,2,4,3,4,4,2,3,1,3,2,2,1,1,2,2,3,1,2,1,3,3,1,3,3,2,2,3,2,2,2,7506
36,1117,22,40347,3,1,	04,4,3,,,,,,,,,,,1,,18,2,,,,,,2,2,2,2,1,1,,1,"SUPERVISAR PERSONAL, LLEVAR A CABO LOS INVENTARIOS Y RELACION DE COMPRAS Y VENTAS EN UN COMERCIO",14,GERENTE DE TIENDA,RADIO SHAK,46,VENTA DE APARATOS ELECTRICOS AL MAYOREO Y MENUDEO,2,3,3,3,4,3,3,3,2,,,,,,,,,,1,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,5,6,2,4,3,,,,12,11,1,,,10,2,2,6,,,,,,,,,,,,,,1,1,2,,1,1,40,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,11,9,9,9,8,11,10,10,6,7,7,7,7,7,5,9,9,2,2,4,2,2,2,2,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,10008
36,1117,22,40347,2,1,	01,7,5,5621,VETERINARIA,3,2,1,1,1,1,1,2,1,,22,2,,,,,,2,2,2,2,2,8,5,,,,,,,,,2,3,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,5,4,2,6,3,,,,,,,,,20,20,,,,,,,,,,,,,,,,2,,,,1,1,4,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,2,1,2,2,2,2,1,2,1,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,3,3,3,3,7,7,8,3,3,8,8,8,8,8,10,10,10,1,10,10,4,4,4,3,1,1,2,2,2,4,4,3,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2502
36,1117,22,40347,1,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,3,3,4,4,4,4,4,4,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,,,,,,,,,3,3,4,4,4,4,4,4,4,5,6,3,2,1,,,,14,4,,10,,24,7,,17,,,,,,,,,,,,,,2,,,,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,8,10,9,9,10,10,7,7,10,7,10,10,10,7,9,10,10,2,2,4,3,2,2,2,2,2,2,4,2,2,2,2,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,3,4,4,2502
36,1117,22,40352,4,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,"COCINA, ATENDER A LOS CLIENTES, COBRAR EL SERVICIO DE ALIMENTOS",51,ENCARGADO DE NEGOCIO,EL RINCÓN DEL MIXIOTE,72,PREPARCIÓN DE ANTOJITOS MEXICANOS,2,3,4,4,4,4,4,3,3,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,2,,,,,,,,,3,4,4,4,4,4,4,4,2,4,5,1,3,6,,,,48,20,1,27,,5,,,5,,,,,,,,,,,,,,1,1,,,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,2,2,4,10,8,10,8,8,10,10,10,8,8,10,10,5,7,8,8,3,3,4,2,2,3,2,2,3,4,4,2,2,2,2,3,3,3,4,4,2,3,2,2,2,3,3,3,3,3,3,3,3,2,2,3,5644
36,1117,22,40352,2,1,	03,2,6,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,2,3,2,2,2,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,4,2,3,3,3,3,3,6,5,4,1,3,2,,,,7,7,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,1,1,7,8,5,9,8,8,9,5,6,8,7,10,9,8,7,10,10,3,3,4,2,2,1,1,2,3,3,4,2,1,2,2,1,2,2,3,3,2,2,2,2,2,2,1,2,2,2,4,2,4,1,2,2,8466
36,1117,22,40352,1,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,ELABORAR PIEZAS DE CRISTAL QUE SE MONTAN EN ORFEBRERÍA DE PLATA,76,ARTESANO LAPIDARIO DE PIEZAS DE CRISTAL,EMPRESA SIN NOMBRE,32,"A ELABORAR PIEZAS DE CRISTAL QUE SE MONTAN EN PIEZAS DE PLATA PARA ADORNO, COMO ANILLOS, ARETES Y CO",2,2,3,2,3,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,3,3,4,3,4,2,3,3,4,5,2,1,6,,,,15,5,,10,,15,1,,14,,,,,,,,,,,,,,2,,,,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,1,5,1,1,3,1,5,5,3,6,3,9,6,1,8,10,10,3,3,4,2,2,2,2,3,2,2,4,4,2,2,2,1,1,1,1,2,2,2,3,3,2,2,3,2,3,4,4,4,4,2,2,2,11288
36,1117,22,40352,5,1,	01,2,6,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,3,3,3,4,4,4,3,3,,,,,,,,,,2,2,2,2,1,2,2,2,,2,2,2,1,2,2,2,2,,2,2,1,2,2,2,2,3,4,4,4,4,4,4,4,5,4,6,3,2,1,,,,25,5,,20,,,,,,,,,,,,,,,,,,,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,2,2,6,8,7,7,7,7,8,8,8,7,7,9,9,5,6,8,8,4,3,4,4,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,3,1,2,2,2,2,4,4,4,4,4,4,4,4,8466
36,1117,22,40352,3,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,ATENCIÓN A CLIENTES,42,AUXILIAR GENERAL,SIN NOMBRE,43,VENTA DE MATERIALES PARA CONSTRUCCIÓN,2,2,2,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,1,2,2,2,3,3,2,2,3,6,5,1,2,4,,,,,,,,,70,30,,40,,,,,,,,,,,,,,2,,,,1,1,15,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,8,8,8,9,8,7,8,8,8,9,6,9,8,7,6,7,8,3,3,4,3,2,2,3,3,3,3,4,2,2,2,3,2,2,2,3,3,2,3,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2822
41,1117,23,40033,2,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,REALIZA SERVICIO DE PLOMERIA Y ELECTRICIDAD EN CASAS PARTICULARES,71,PLOMERO ELECTRICISTA,EPLEADO DOMESTICO,23,VIVIENDA PARTICULAR,2,1,3,3,3,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,2,3,4,3,3,2,2,4,6,5,1,2,3,,,,,,,,,,,,,,3,4,,2,2,,,,,,,,2,,,,1,1,35,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,2,1,2,8,8,7,9,4,8,8,8,7,9,10,10,7,5,8,10,3,3,2,1,1,1,1,4,4,1,4,3,1,1,1,1,1,3,3,3,1,1,3,3,1,3,1,1,1,3,1,1,3,1,2,2,2742
41,1117,23,40033,3,1,	02,3,3,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,3,4,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,5,6,3,2,4,1,,,,28,14,7,,7,7,,7,,,7,6,2,4,,,,,,,,,2,,,,1,1,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,2,2,2,2,1,1,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,1,1,2,7,4,8,8,9,8,8,7,10,11,9,7,6,9,9,10,2,1,4,3,2,2,2,2,2,3,4,3,3,2,2,3,3,1,2,2,2,2,1,2,1,2,1,1,1,2,1,3,3,1,1,1,5484
41,1117,23,40033,4,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,ELABORACION DE ANTOJITOS YUCATECOS Y AGUAS FRESCAS,51,COCINERA VENDEDORA DE ANTOJITOS,PUESTO DE COMIDA SIN NOMBRE,72,ELABORACION Y VENTA DE ANTOJITOS YUCATECOS Y AGUAS FRESCAS,2,2,2,4,4,4,2,2,4,1,2,2,2,2,2,1,2,,1,2,2,2,2,2,1,2,,1,2,2,2,2,2,1,2,,,,,,,,,2,4,4,4,4,2,2,4,1,4,5,2,3,6,,,,7,4,1,2,,21,10,,11,,4,16,1,6,9,,,,,,,,2,,,,1,1,7,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,1,2,2,2,2,2,,1,1,1,5,8,7,5,8,7,9,9,9,8,7,9,9,5,9,7,7,2,4,4,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,2,3,3,8226
41,1117,23,40033,1,1,	01,4,3,,,,,,,,,,,1,,20,2,,,,,,2,2,2,2,2,1,,1,ASISTE A PASAR LOS APARATOS O INSTRUMENTOS AL MEDICO DENTISTA PARA LA EXTRACCION DE MUELAS Y LIMPIEZ,28,ASISTENTE DENTISTA,CONSULTORIO DENTAL SEDENTE,62,ORTODONCIA EN GENERAL LIMPIEZA Y EXTRACCION DE MUELAS,2,2,4,2,4,2,4,2,2,,,,,,,,,,2,2,2,2,2,2,2,1,NO LE GUSTA,,,,,,,,,,1,1,1,1,2,2,2,3,4,4,3,3,3,3,4,5,4,6,2,1,3,,,,1,,,1,,,,,,,,,,,,,1,2,,,2,,1,1,,,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,2,6,9,6,11,11,6,11,11,7,8,11,8,8,1,6,11,11,1,2,4,1,2,2,3,3,2,4,4,1,5,5,2,2,2,2,5,3,4,2,3,3,2,3,1,3,3,3,3,3,3,1,3,3,8226
41,1117,23,40033,5,1,	01,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,REALIZA LIMPIEZA EN CASAS PARTICULARES,96,TRABAJADORA DOMESTICA,SIN NOMBRE,81,VIVIENDA PARTICULAR,2,4,4,3,4,4,4,4,4,,,,,,,,,,2,2,2,2,2,2,1,2,,2,2,2,2,2,2,1,2,,2,2,1,1,2,2,2,4,4,4,4,4,4,2,4,1,3,5,4,2,6,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,,,,1,1,4,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,1,2,2,2,2,2,,4,4,2,8,10,10,5,10,10,7,7,9,7,7,6,9,5,8,6,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,1,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2742
41,1117,23,40064,3,1,	04,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,COLOCACION DE TABALROCA,71,TABLAROQUERO,SIN NOMBRE,43,VENTA Y COLOCACION DE TABALROCA,2,3,2,1,3,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,1,3,1,4,1,2,5,2,6,1,3,4,,,,9,1,,8,,,,,,,1,30,1,20,9,,,,,,,,2,,,,1,1,5,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,,2,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,5,4,9,10,10,9,8,10,9,9,9,10,10,10,9,8,9,9,10,2,4,1,3,5,4,1,2,1,3,2,2,1,3,1,2,3,1,4,5,3,1,1,4,1,2,1,3,1,2,4,3,4,3,3,4,16096
41,1117,23,40064,2,1,	01,7,5,5532,INGENIERIA CIVIL,3,1,1,2,2,1,2,2,1,,23,2,,,,,,2,2,1,1,1,1,,5,SUPERVISA PERSONAL Y REALIZA REPARACIONES EN CONTRUCCION NUEVA Y REPARACIONES EN INMUEBLES,22,CONTRATISTA,SAMASH SA DE CV,23,REALIZA REPARACIONES EN VIVIENDAS NUEVAS Y REMODELACIONES EN CASA HABITACION,2,2,3,3,1,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,3,2,2,3,3,3,2,2,3,4,1,5,6,,,,7,7,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,1,28,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,,,,,,,,1,1,1,6,8,6,9,7,9,9,9,9,9,9,9,9,7,7,9,9,3,3,4,2,2,2,2,3,3,3,4,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,4024
41,1117,23,40064,5,1,	02,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,DISEÑA PIEZAS EN TABLAROCA,71,TABLAROQUERO,ARMI,23,COLOCACION Y DSEÑO DE PIEZAS EN TABLAROCA,2,1,3,2,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,1,2,2,3,3,2,3,1,1,4,6,2,1,5,3,,,,8,1,,7,,40,6,1,33,,5,30,,22,8,,,,,,,,1,2,,,1,1,30,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,,1,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,1,1,7,8,7,7,10,10,10,9,9,8,10,10,10,5,8,9,9,3,3,3,1,1,1,2,3,2,3,3,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,8048
41,1117,23,40080,1,1,	01,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,ATENDER Y DESPACHAR A LOS CLIENTES ARTICULOS DE ABARROTES,41,COMERCIANTE DE ABARROTES,ABARROTES ALEX,46,COMPRA VENTA DE ABARROTES AL MENUDEO AL PUBLICO EN GENERAL,1,1,4,2,2,3,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,3,4,4,3,3,2,2,3,1,3,4,5,2,6,,,,16,7,2,6,1,,,,,,7,32,2,18,6,6,1,6,,,6,,2,,,,1,1,7,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,,1,4,1,2,1,3,2,1,3,4,3,3,3,2,2,2,2,3,1,1,3,2,4,3,1,2,1,4,3,4,3,1,3,2,2,2,1,1,3,3,2,3,3,3,2,4,3,3,3,4,4,3,4,3,3,3,4142
41,1117,23,40080,2,1,	02,7,3,5335,ADMINISTRACION DE PEQUEÑAS Y MEDIANAS EMPRESAS,3,1,1,2,1,1,1,1,1,,27,2,,,,,,2,2,1,2,2,1,,1,CONTACTAR A EMPRESAS PARA REALIZAR VENTAS DE MEMBRESIAS PARA EMPLEADOS,42,COORDINADOR DE PROGRAMA EMPRESARIAL,TIENDAS POR MEMBRESIAS  SAMS CLUB,46,VENTA DE PRODUCTOS DE ABARROTES FARMACIAS Y ELECTRODOMESTICOS ENTRE OTROS Y VENTAS DE MEMBRESIAS,2,3,2,3,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,2,2,3,2,3,2,6,3,4,2,5,1,,,,22,4,4,7,7,2,1,,,1,7,30,10,15,3,2,2,16,7,5,2,2,1,1,2,,1,1,56,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,POR PARTE DE LA ESCUELA UNIVERSITARIA,,,,,,,,,,1,2,1,5,8,8,9,10,8,8,8,5,10,10,8,8,5,5,9,10,3,3,4,3,2,1,2,3,3,3,4,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,12426
